timestamp,open,high,low,close,volume,close_timestamp,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume
1641427200000,154.48,154.8,145.98,150.26,1575071,1641513599999,236312000.0,400706,783017.0,117506000.0
1641513600000,150.28,150.72,133.08,136.45,2719397,1641599999999,380212000.0,624203,1356740.0,189682000.0
1641600000000,136.43,148.11,133.0,142.14,2695416,1641686399999,380842000.0,596637,1333340.0,188360000.0
1641686400000,142.1,145.71,137.83,140.82,1435153,1641772799999,203809000.0,314235,708108.0,100611000.0
1641772800000,140.82,143.86,130.0,135.86,1894513,1641859199999,257485000.0,419461,941802.0,127989000.0
1641859200000,135.84,143.5,133.58,140.2,1328580,1641945599999,184179000.0,294874,655238.0,90779600.0
1641945600000,140.19,153.39,138.22,151.51,1946789,1642031999999,284705000.0,453450,1014400.0,148380000.0
1642032000000,151.5,157.8,145.41,146.14,1984122,1642118399999,300359000.0,471549,1004170.0,151996000.0
1642118400000,146.13,150.56,141.84,146.17,1428145,1642204799999,209190000.0,339770,702562.0,102879000.0
1642204800000,146.18,149.49,143.9,147.64,865015,1642291199999,126822000.0,205770,422396.0,61920900.0
1642291200000,147.61,151.96,146.09,147.98,964270,1642377599999,143408000.0,236998,475923.0,70802600.0
1642377600000,147.98,148.29,137.02,139.8,1297654,1642463999999,184552000.0,283258,619995.0,88126000.0
1642464000000,139.81,142.77,134.39,141.22,1254337,1642550399999,173471000.0,264708,612174.0,84700700.0
1642550400000,141.32,142.7,132.77,135.25,1175171,1642636799999,160857000.0,264765,579952.0,79386800.0
1642636800000,135.23,143.83,126.01,127.54,1464594,1642723199999,200702000.0,345417,731310.0,100361000.0
1642723200000,127.54,128.73,106.11,112.27,4523021,1642809599999,544064000.0,939567,2184280.0,262870000.0
1642809600000,112.24,114.89,87.73,94.54,6455609,1642895999999,635108000.0,1002353,3143610.0,308953000.0
1642896000000,94.57,104.82,93.25,99.78,3561751,1642982399999,351998000.0,592647,1815830.0,179513000.0
1642982400000,99.74,99.83,80.83,91.93,6990037,1643068799999,615205000.0,1012868,3409940.0,299702000.0
1643068800000,91.94,99.95,87.41,94.67,3482711,1643155199999,324015000.0,566575,1745300.0,162440000.0
1643155200000,94.65,104.43,89.19,92.12,4501341,1643241599999,434997000.0,713943,2255750.0,217969000.0
1643241600000,92.11,94.6,85.71,89.51,3530018,1643327999999,317470000.0,538274,1835680.0,165086000.0
1643328000000,89.51,93.55,87.21,91.34,2647317,1643414399999,240233000.0,388770,1362060.0,123683000.0
1643414400000,91.35,98.93,90.5,96.13,2050892,1643500799999,194995000.0,331238,1077230.0,102416000.0
1643500800000,96.15,97.6,91.38,93.29,1258038,1643587199999,118979000.0,221424,617532.0,58405700.0
1643587200000,93.26,101.4,89.18,99.49,2414102,1643673599999,229304000.0,373958,1257070.0,119366000.0
